,date,ra,dec
74,2009-Sep-01 23:54:46.588,270.05039,-21.75632
75,2009-Sep-15 02:28:40.936,270.02093,-21.77765
76,2009-Oct-07 14:30:17.578,270.45537,-21.81242
77,2009-Oct-11 21:09:21.650,270.6026,-21.81811
78,2009-Oct-15 15:08:39.888,270.74736,-21.8227
79,2009-Oct-19 00:37:04.910,270.89064,-21.82648
80,2009-Oct-22 03:53:13.412,271.0329,-21.82961
81,2009-Oct-25 02:24:14.145,271.17442,-21.8322
82,2009-Oct-27 21:08:45.287,271.3154,-21.83433
83,2009-Oct-30 12:48:16.229,271.45594,-21.83604
84,2009-Nov-02 01:53:22.426,271.59614,-21.83737
85,2009-Nov-04 12:47:18.922,271.73607,-21.83837
86,2009-Nov-06 21:48:09.693,271.87576,-21.83904
87,2009-Nov-09 05:10:16.783,272.01527,-21.8394
88,2009-Nov-11 11:05:27.463,272.1546,-21.83947
89,2009-Nov-13 15:43:40.993,272.29377,-21.83926
90,2009-Nov-15 19:13:36.976,272.4328,-21.83878
91,2009-Nov-17 21:42:51.587,272.5717,-21.83803
92,2009-Nov-19 23:18:06.710,272.71048,-21.83703
93,2009-Nov-22 00:05:16.306,272.84915,-21.83578
94,2009-Nov-24 00:09:32.229,272.98772,-21.8343
95,2009-Nov-25 23:35:30.233,273.12619,-21.83258
96,2009-Nov-27 22:27:15.550,273.26458,-21.83063
97,2009-Nov-29 20:48:27.279,273.40288,-21.82845
98,2009-Dec-01 18:42:21.334,273.54112,-21.82606
99,2009-Dec-03 16:11:52.563,273.67928,-21.82344
100,2009-Dec-05 13:19:37.572,273.81738,-21.82061
101,2009-Dec-07 10:07:59.599,273.95542,-21.81757
102,2009-Dec-09 06:39:14.416,274.09339,-21.81431
103,2009-Dec-11 02:55:34.665,274.2313,-21.81083
104,2009-Dec-12 22:59:11.605,274.36914,-21.80714
105,2009-Dec-14 18:52:15.217,274.50692,-21.80325
106,2009-Dec-16 14:36:53.755,274.64464,-21.79914
107,2009-Dec-18 10:15:13.229,274.78229,-21.79482
108,2009-Dec-20 05:49:16.998,274.91987,-21.79029
109,2009-Dec-22 01:21:05.637,275.05739,-21.78555
110,2009-Dec-23 20:52:37.151,275.19485,-21.78061
111,2009-Dec-25 16:25:47.407,275.33225,-21.77547
112,2009-Dec-27 12:02:30.505,275.46958,-21.77011
113,2009-Dec-29 07:44:38.768,275.60685,-21.76455
114,2009-Dec-31 03:34:02.672,275.74405,-21.75878
115,2010-Jan-01 23:32:30.705,275.8812,-21.75281
116,2010-Jan-03 19:41:51.299,276.01828,-21.74662
117,2010-Jan-05 16:03:57.270,276.15529,-21.74022
118,2010-Jan-07 12:40:50.694,276.29224,-21.7336
119,2010-Jan-09 09:34:45.614,276.4291,-21.72676
120,2010-Jan-11 06:48:08.572,276.56589,-21.71971
121,2010-Jan-13 04:23:38.547,276.70259,-21.71243
122,2010-Jan-15 02:24:07.269,276.83919,-21.70493
123,2010-Jan-17 00:52:40.004,276.97571,-21.6972
124,2010-Jan-18 23:52:36.737,277.11212,-21.68925
0,2010-Jan-20 00:00:00.000,277.18146,-21.68511
1,2010-Jan-21 23:54:13.994,277.31771,-21.6768
2,2010-Jan-24 00:29:30.237,277.45385,-21.66825
3,2010-Jan-26 01:50:16.124,277.58987,-21.65945
4,2010-Jan-28 04:01:24.110,277.72576,-21.6504
5,2010-Jan-30 07:08:15.134,277.86152,-21.6411
6,2010-Feb-01 11:16:46.437,277.99713,-21.63152
7,2010-Feb-03 16:33:48.574,278.13257,-21.62166
8,2010-Feb-05 23:07:28.763,278.26783,-21.61151
9,2010-Feb-08 07:07:31.820,278.40286,-21.60105
10,2010-Feb-10 16:45:39.810,278.53765,-21.59028
11,2010-Feb-13 04:15:58.981,278.67215,-21.57916
12,2010-Feb-15 17:55:39.875,278.80632,-21.56769
13,2010-Feb-18 10:05:54.946,278.9401,-21.55583
14,2010-Feb-21 05:13:21.548,279.07343,-21.54355
15,2010-Feb-24 03:52:05.733,279.2062,-21.5308
16,2010-Feb-27 06:46:54.398,279.33829,-21.51753
17,2010-Mar-02 14:58:40.226,279.46949,-21.50366
18,2010-Mar-06 05:55:07.778,279.59946,-21.48905
19,2010-Mar-10 05:53:08.711,279.72762,-21.47357
20,2010-Mar-14 18:44:54.364,279.85291,-21.45692
21,2010-Mar-20 03:56:03.785,279.97304,-21.43863
22,2010-Mar-27 03:09:15.329,280.08148,-21.41761
23,2010-Apr-07 11:25:24.722,280.14315,-21.39045
24,2010-Jun-06 03:18:34.998,278.35859,-21.39932
25,2010-Jun-08 18:47:31.308,278.22007,-21.40437
26,2010-Jun-11 09:02:24.760,278.08178,-21.40956
27,2010-Jun-13 22:17:05.896,277.94372,-21.41487
28,2010-Jun-16 10:44:00.184,277.80586,-21.42028
29,2010-Jun-18 22:34:22.365,277.66819,-21.42579
30,2010-Jun-21 09:58:16.991,277.53069,-21.43139
31,2010-Jun-23 21:04:44.232,277.39336,-21.43706
32,2010-Jun-26 08:01:56.444,277.25617,-21.44282
33,2010-Jun-28 18:57:38.936,277.11914,-21.44865
34,2010-Jul-01 05:59:29.857,276.98225,-21.45456
35,2010-Jul-03 17:15:16.165,276.84551,-21.46055
36,2010-Jul-06 04:53:08.726,276.70894,-21.46662
37,2010-Jul-08 17:01:52.967,276.57253,-21.47278
38,2010-Jul-11 05:51:05.881,276.43632,-21.47903
39,2010-Jul-13 19:31:36.392,276.30031,-21.48537
40,2010-Jul-16 10:15:40.189,276.16453,-21.49181
41,2010-Jul-19 02:17:00.395,276.02898,-21.49836
42,2010-Jul-21 19:50:54.354,275.89369,-21.50502
43,2010-Jul-24 15:14:51.180,275.75868,-21.51183
44,2010-Jul-27 12:49:37.264,275.624,-21.51879
45,2010-Jul-30 13:00:48.137,275.48972,-21.52594
46,2010-Aug-02 16:21:00.743,275.35592,-21.53332
47,2010-Aug-05 23:33:15.051,275.22274,-21.54096
48,2010-Aug-09 11:36:29.139,275.09037,-21.54892
49,2010-Aug-13 05:55:35.027,274.9591,-21.5573
50,2010-Aug-17 08:38:25.854,274.82935,-21.5662
51,2010-Aug-21 23:08:35.532,274.70188,-21.57582
52,2010-Aug-27 07:29:43.699,274.57831,-21.58654
53,2010-Sep-02 22:49:19.136,274.46288,-21.5991
54,2010-Sep-12 13:44:56.977,274.37315,-21.61559
55,2010-Oct-11 07:35:43.641,274.6554,-21.64893
56,2010-Oct-17 03:00:03.183,274.80791,-21.65198
57,2010-Oct-21 21:29:46.270,274.955,-21.65338
58,2010-Oct-26 02:00:34.434,275.09954,-21.65374
59,2010-Oct-29 21:12:25.827,275.24257,-21.65332
60,2010-Nov-02 09:37:01.806,275.38458,-21.65227
61,2010-Nov-05 16:48:37.006,275.52586,-21.65068
62,2010-Nov-08 19:51:45.844,275.66655,-21.64862
63,2010-Nov-11 19:33:36.732,275.80677,-21.64615
64,2010-Nov-14 16:29:26.323,275.94661,-21.64329
65,2010-Nov-17 11:06:05.301,276.08613,-21.64008
66,2010-Nov-20 03:44:29.707,276.2254,-21.63655
67,2010-Nov-22 18:41:21.433,276.36444,-21.6327
68,2010-Nov-25 08:10:13.072,276.50329,-21.62855
69,2010-Nov-27 20:22:15.456,276.64197,-21.62411
70,2010-Nov-30 07:26:58.017,276.78049,-21.61939
71,2010-Dec-02 17:32:41.607,276.91886,-21.6144
72,2010-Dec-05 02:47:00.745,277.05709,-21.60914
73,2010-Dec-07 11:16:54.597,277.19518,-21.60362
74,2010-Dec-09 19:08:48.406,277.33314,-21.59785
75,2010-Dec-12 02:28:31.815,277.47098,-21.59183
76,2010-Dec-14 09:21:20.556,277.6087,-21.58556
77,2010-Dec-16 15:52:01.547,277.74631,-21.57905
78,2010-Dec-18 22:04:58.105,277.88382,-21.57231
79,2010-Dec-21 04:04:13.440,278.02123,-21.56533
80,2010-Dec-23 09:53:33.129,278.15854,-21.55811
81,2010-Dec-25 15:36:29.328,278.29576,-21.55065
82,2010-Dec-27 21:16:28.966,278.43288,-21.54296
83,2010-Dec-30 02:57:03.513,278.5699,-21.53503
84,2011-Jan-01 08:41:55.411,278.70681,-21.52685
85,2011-Jan-03 14:35:00.177,278.84362,-21.51845
86,2011-Jan-05 20:40:25.120,278.98031,-21.5098
87,2011-Jan-08 03:02:26.817,279.11688,-21.50091
88,2011-Jan-10 09:45:29.663,279.25334,-21.49178
89,2011-Jan-12 16:54:06.776,279.38968,-21.48241
90,2011-Jan-15 00:33:02.894,279.52589,-21.4728
91,2011-Jan-17 08:47:17.582,279.66197,-21.46293
92,2011-Jan-19 17:42:07.789,279.79793,-21.45281
0,2011-Jan-20 00:00:00.000,279.81285,-21.45168
1,2011-Jan-22 09:46:30.482,279.94865,-21.44127
2,2011-Jan-24 20:26:09.139,280.0843,-21.43058
3,2011-Jan-27 08:06:08.815,280.21977,-21.41962
4,2011-Jan-29 20:55:01.260,280.35505,-21.40837
5,2011-Feb-01 11:02:51.445,280.49011,-21.39683
6,2011-Feb-04 02:41:30.995,280.62493,-21.38498
7,2011-Feb-06 20:04:57.255,280.75948,-21.37282
8,2011-Feb-09 15:29:42.216,280.89373,-21.36031
9,2011-Feb-12 13:15:36.793,281.02763,-21.34746
10,2011-Feb-15 13:46:55.574,281.16113,-21.33421
11,2011-Feb-18 17:33:48.274,281.29417,-21.32055
12,2011-Feb-22 01:14:48.134,281.42662,-21.30642
13,2011-Feb-25 13:41:51.568,281.55832,-21.29177
14,2011-Mar-01 08:09:06.247,281.68901,-21.27654
15,2011-Mar-05 10:26:42.179,281.81831,-21.2606
16,2011-Mar-09 23:27:41.219,281.94557,-21.2438
17,2011-Mar-15 04:09:16.620,282.0696,-21.22588
18,2011-Mar-21 10:20:07.697,282.18761,-21.20631
19,2011-Mar-29 19:06:47.378,282.29038,-21.18399
20,2011-Apr-14 07:34:13.219,282.30998,-21.1558
21,2011-May-07 01:34:35.307,281.95021,-21.14735
22,2011-May-12 11:41:25.056,281.80219,-21.15094
23,2011-May-17 03:55:06.334,281.65767,-21.15561
24,2011-May-21 09:04:20.649,281.51504,-21.16098
25,2011-May-25 06:30:33.861,281.37363,-21.16688
26,2011-May-28 22:13:37.335,281.23311,-21.17317
27,2011-Jun-01 09:33:42.214,281.09327,-21.1798
28,2011-Jun-04 17:28:11.526,280.95397,-21.18668
29,2011-Jun-07 22:40:20.333,280.81514,-21.19379
30,2011-Jun-11 01:43:52.812,280.67668,-21.20108
31,2011-Jun-14 03:05:29.419,280.53854,-21.20853
32,2011-Jun-17 03:06:23.940,280.40066,-21.21613
33,2011-Jun-20 02:03:58.753,280.26303,-21.22387
34,2011-Jun-23 00:13:23.198,280.12561,-21.23174
35,2011-Jun-25 21:48:38.641,279.98842,-21.23973
36,2011-Jun-28 19:03:08.034,279.85145,-21.24783
37,2011-Jul-01 16:09:56.839,279.71469,-21.25604
38,2011-Jul-04 13:22:15.186,279.57816,-21.26437
39,2011-Jul-07 10:53:31.875,279.44185,-21.27279
40,2011-Jul-10 08:57:31.440,279.30576,-21.28132
41,2011-Jul-13 07:48:09.686,279.16989,-21.28997
42,2011-Jul-16 07:39:51.988,279.03425,-21.29873
43,2011-Jul-19 08:48:22.286,278.89886,-21.30763
44,2011-Jul-22 11:31:52.315,278.76377,-21.31668
45,2011-Jul-25 16:12:13.287,278.62902,-21.32588
46,2011-Jul-28 23:16:17.711,278.49466,-21.33527
47,2011-Aug-01 09:18:02.790,278.3608,-21.34486
48,2011-Aug-04 23:01:32.281,278.22752,-21.35469
49,2011-Aug-08 17:24:37.782,278.09497,-21.36481
50,2011-Aug-12 17:44:47.612,277.96333,-21.37528
51,2011-Aug-17 01:52:15.166,277.83295,-21.3862
52,2011-Aug-21 20:38:17.743,277.70445,-21.39773
53,2011-Aug-27 06:58:44.033,277.57903,-21.4101
54,2011-Sep-02 18:46:09.052,277.45945,-21.42375
55,2011-Sep-11 09:25:19.799,277.35416,-21.43974
56,2011-Sep-26 22:33:05.897,277.3224,-21.46184
57,2011-Oct-25 21:49:47.537,277.79728,-21.47483
58,2011-Oct-30 21:35:59.751,277.94324,-21.47283
59,2011-Nov-04 08:02:55.202,278.08691,-21.46992
60,2011-Nov-08 09:29:02.283,278.22919,-21.46632
61,2011-Nov-12 04:19:08.183,278.37051,-21.46214
62,2011-Nov-15 18:04:05.658,278.51115,-21.45747
63,2011-Nov-19 03:45:39.144,278.65125,-21.45235
64,2011-Nov-22 10:08:24.530,278.79091,-21.44681
65,2011-Nov-25 13:46:26.529,278.9302,-21.4409
66,2011-Nov-28 15:07:15.710,279.06917,-21.43464
67,2011-Dec-01 14:33:38.089,279.20784,-21.42804
68,2011-Dec-04 12:24:08.743,279.34626,-21.42113
69,2011-Dec-07 08:53:57.842,279.48446,-21.41392
70,2011-Dec-10 04:15:43.894,279.62247,-21.40642
71,2011-Dec-12 22:40:11.961,279.76031,-21.39863
72,2011-Dec-15 16:16:40.794,279.89798,-21.39056
73,2011-Dec-18 09:13:27.375,280.03549,-21.3822
74,2011-Dec-21 01:38:11.146,280.17285,-21.37358
75,2011-Dec-23 17:38:15.739,280.31005,-21.36468
76,2011-Dec-26 09:21:03.429,280.44709,-21.35552
77,2011-Dec-29 00:53:53.676,280.58398,-21.3461
78,2011-Dec-31 16:23:50.499,280.72071,-21.33641
79,2012-Jan-03 07:57:38.337,280.85729,-21.32646
80,2012-Jan-05 23:41:49.330,280.99373,-21.31626
81,2012-Jan-08 15:42:52.133,281.13002,-21.30578
82,2012-Jan-11 08:07:18.114,281.26617,-21.29504
83,2012-Jan-14 01:01:50.208,281.40215,-21.28402
84,2012-Jan-16 18:33:39.863,281.53797,-21.27273
85,2012-Jan-19 12:50:50.863,281.67361,-21.26116
0,2012-Jan-20 00:00:00.000,281.69624,-21.2592
1,2012-Jan-22 19:21:58.413,281.83164,-21.24729
2,2012-Jan-25 15:51:17.539,281.96682,-21.2351
3,2012-Jan-28 13:40:25.664,282.10175,-21.2226
4,2012-Jan-31 13:03:25.584,282.23643,-21.20979
5,2012-Feb-03 14:16:20.654,282.37082,-21.19665
6,2012-Feb-06 17:37:56.706,282.5049,-21.18317
7,2012-Feb-09 23:30:36.251,282.63861,-21.16932
8,2012-Feb-13 08:21:47.206,282.7719,-21.15508
9,2012-Feb-16 20:46:54.395,282.90465,-21.14042
10,2012-Feb-20 13:33:42.688,283.03672,-21.12529
11,2012-Feb-24 11:48:03.336,283.16794,-21.10965
12,2012-Feb-28 17:02:52.357,283.29803,-21.09342
13,2012-Mar-04 07:35:23.289,283.42659,-21.07649
14,2012-Mar-09 11:04:03.128,283.55284,-21.05867
15,2012-Mar-15 09:57:12.067,283.67521,-21.03968
16,2012-Mar-22 18:13:07.587,283.78951,-21.019
17,2012-Apr-02 06:20:19.997,283.87989,-20.99541
18,2012-Apr-30 05:22:48.014,283.69981,-20.97073
19,2012-May-08 06:39:35.635,283.54062,-20.97411
20,2012-May-14 08:46:10.527,283.39203,-20.97957
21,2012-May-19 13:32:18.340,283.24737,-20.98612
22,2012-May-24 05:26:37.805,283.10487,-20.99337
23,2012-May-28 12:40:17.073,282.96377,-21.00113
24,2012-Jun-01 13:40:11.901,282.82364,-21.00926
25,2012-Jun-05 10:00:53.672,282.68423,-21.0177
26,2012-Jun-09 02:46:16.370,282.54536,-21.02641
27,2012-Jun-12 16:42:18.363,282.40693,-21.03535
28,2012-Jun-16 04:25:36.807,282.26891,-21.04449
29,2012-Jun-19 14:26:56.962,282.13125,-21.0538
30,2012-Jun-22 23:12:50.904,281.99391,-21.06328
31,2012-Jun-26 07:06:50.850,281.85689,-21.0729
32,2012-Jun-29 14:30:12.925,281.72014,-21.08266
33,2012-Jul-02 21:42:16.134,281.58366,-21.09255
34,2012-Jul-06 05:00:35.741,281.44743,-21.10258
35,2012-Jul-09 12:42:02.293,281.31144,-21.11275
36,2012-Jul-12 21:04:29.429,281.17574,-21.12306
37,2012-Jul-16 06:28:01.454,281.04033,-21.13353
38,2012-Jul-19 17:15:31.277,280.90527,-21.14414
39,2012-Jul-23 05:53:38.060,280.77058,-21.15492
40,2012-Jul-26 20:53:58.768,280.63633,-21.16588
41,2012-Jul-30 14:54:18.227,280.50255,-21.17705
42,2012-Aug-03 12:40:19.333,280.36933,-21.18847
43,2012-Aug-07 15:10:24.860,280.23681,-21.20018
44,2012-Aug-11 23:45:39.852,280.10525,-21.21224
45,2012-Aug-16 16:26:00.055,279.97501,-21.22473
46,2012-Aug-21 20:20:10.336,279.84672,-21.23777
47,2012-Aug-27 16:52:28.070,279.72152,-21.25159
48,2012-Sep-03 16:33:01.279,279.60195,-21.26661
49,2012-Sep-12 21:39:35.622,279.49644,-21.28372
50,2012-Sep-29 08:54:54.879,279.46299,-21.30551
51,2012-Nov-01 03:02:37.373,279.97337,-21.31
52,2012-Nov-06 08:13:39.101,280.11827,-21.30548
53,2012-Nov-11 00:40:45.353,280.26122,-21.30015
54,2012-Nov-15 08:15:24.047,280.4029,-21.29416
55,2012-Nov-19 09:16:45.414,280.54363,-21.28763
56,2012-Nov-23 05:18:02.029,280.68365,-21.28062
57,2012-Nov-26 21:23:30.189,280.82312,-21.27319
58,2012-Nov-30 10:19:02.521,280.96217,-21.26536
59,2012-Dec-03 20:39:04.197,281.10085,-21.25715
60,2012-Dec-07 04:50:34.892,281.23922,-21.2486
61,2012-Dec-10 11:15:38.754,281.3773,-21.2397
62,2012-Dec-13 16:13:08.014,281.51511,-21.23048
63,2012-Dec-16 20:00:02.814,281.65267,-21.22095
64,2012-Dec-19 22:51:54.751,281.78999,-21.21111
65,2012-Dec-23 01:02:20.446,281.9271,-21.20099
66,2012-Dec-26 02:43:12.126,282.064,-21.19056
67,2012-Dec-29 04:05:12.099,282.20072,-21.17985
68,2013-Jan-01 05:18:19.593,282.33724,-21.16884
69,2013-Jan-04 06:32:13.109,282.47358,-21.15754
70,2013-Jan-07 07:56:34.978,282.60972,-21.14595
71,2013-Jan-10 09:41:40.138,282.74565,-21.13406
72,2013-Jan-13 11:58:46.598,282.88136,-21.12189
73,2013-Jan-16 15:00:25.585,283.01683,-21.10942
74,2013-Jan-19 18:59:56.050,283.15207,-21.09664
0,2013-Jan-20 00:00:00.000,283.16089,-21.0958
1,2013-Jan-23 05:16:37.314,283.29586,-21.08269
2,2013-Jan-26 12:01:33.087,283.43056,-21.06927
3,2013-Jan-29 20:32:16.964,283.56496,-21.0555
4,2013-Feb-02 07:09:15.756,283.69903,-21.04139
5,2013-Feb-05 20:17:24.570,283.8327,-21.0269
6,2013-Feb-09 12:28:27.794,283.9659,-21.01203
7,2013-Feb-13 08:23:59.834,284.09851,-20.99675
8,2013-Feb-17 08:58:26.736,284.23044,-20.98101
9,2013-Feb-21 15:23:44.008,284.3615,-20.96476
10,2013-Feb-26 05:19:48.625,284.49145,-20.94793
11,2013-Mar-03 05:15:02.850,284.61981,-20.9304
12,2013-Mar-08 19:10:50.112,284.74572,-20.91203
13,2013-Mar-15 06:36:11.398,284.86738,-20.89257
14,2013-Mar-23 08:06:05.424,284.98035,-20.8715
15,2013-Apr-04 03:20:00.541,285.06618,-20.84773
16,2013-May-11 14:18:27.527,284.71358,-20.83478
17,2013-May-18 01:06:46.965,284.56573,-20.842
18,2013-May-23 14:14:06.343,284.42173,-20.85014
19,2013-May-28 14:21:16.698,284.27978,-20.85892
20,2013-Jun-02 05:38:20.782,284.13912,-20.86818
21,2013-Jun-06 14:30:38.275,283.99941,-20.87781
22,2013-Jun-10 18:36:54.214,283.86046,-20.88775
23,2013-Jun-14 19:08:58.303,283.72211,-20.89793
24,2013-Jun-18 17:01:17.758,283.58427,-20.90834
25,2013-Jun-22 12:56:34.960,283.44685,-20.91894
26,2013-Jun-26 07:28:55.315,283.30979,-20.92973
27,2013-Jun-30 01:06:05.965,283.17305,-20.9407
28,2013-Jul-03 18:13:34.035,283.03665,-20.95183
29,2013-Jul-07 11:16:58.247,282.9006,-20.96313
30,2013-Jul-11 04:42:34.678,282.76489,-20.97458
31,2013-Jul-14 22:57:47.378,282.62954,-20.9862
32,2013-Jul-18 18:31:48.096,282.49457,-20.99799
33,2013-Jul-22 15:56:11.769,282.35999,-21.00996
34,2013-Jul-26 15:45:39.828,282.22585,-21.02214
35,2013-Jul-30 18:41:18.474,282.09222,-21.03455
36,2013-Aug-04 01:37:13.914,281.95926,-21.04722
37,2013-Aug-08 13:46:54.993,281.82713,-21.06018
38,2013-Aug-13 08:53:08.402,281.6961,-21.0735
39,2013-Aug-18 13:26:20.882,281.56656,-21.08727
40,2013-Aug-24 07:20:03.760,281.43916,-21.10165
41,2013-Aug-30 21:20:47.086,281.31544,-21.11687
42,2013-Sep-07 21:59:53.216,281.19924,-21.13335
43,2013-Sep-19 04:02:38.681,281.10457,-21.15214
44,2013-Oct-16 09:31:55.072,281.21578,-21.17373
45,2013-Oct-27 02:10:16.212,281.38709,-21.17199
46,2013-Nov-03 05:49:31.653,281.53831,-21.16742
47,2013-Nov-09 04:07:42.700,281.68427,-21.16155
48,2013-Nov-14 09:58:26.527,281.82758,-21.15479
49,2013-Nov-19 05:03:26.968,281.96933,-21.14736
50,2013-Nov-23 16:26:02.771,282.11004,-21.13934
51,2013-Nov-27 21:59:17.269,282.24997,-21.13082
52,2013-Dec-01 23:00:35.215,282.38928,-21.12184
53,2013-Dec-05 20:27:03.412,282.52807,-21.11245
54,2013-Dec-09 15:03:45.771,282.6664,-21.10268
55,2013-Dec-13 07:26:44.793,282.80435,-21.09255
56,2013-Dec-16 22:04:12.614,282.94198,-21.08206
57,2013-Dec-20 11:18:51.601,283.07932,-21.07124
58,2013-Dec-23 23:29:58.135,283.21638,-21.06009
59,2013-Dec-27 10:54:46.342,283.35319,-21.04861
60,2013-Dec-30 21:49:25.179,283.48974,-21.03681
61,2014-Jan-03 08:29:51.507,283.62602,-21.0247
62,2014-Jan-06 19:12:32.123,283.76203,-21.01228
63,2014-Jan-10 06:13:51.831,283.89778,-20.99955
64,2014-Jan-13 17:49:38.556,284.03327,-20.9865
65,2014-Jan-17 06:15:44.426,284.1685,-20.97312
0,2014-Jan-20 00:00:00.000,284.27239,-20.9626
1,2014-Jan-23 14:37:40.572,284.40711,-20.94863
2,2014-Jan-27 06:57:52.589,284.54148,-20.93432
